"course Id","course Name","course Image","course Link","course Duration","course Topic","course Description","course Summary","course DifficultyLevel","Learning Outcome","partners"
90,"Digital Personal Data Protection","https://asset.sparkl.me/pb/poc-folder/z1ruzCke2IbcPOkQzZKmQz5jPwau1lWvqK29hXj7.jpg","http://stg-me.sparkl.training/org/karmayogi/course/86?authProvider=karmayogi",5400,"Digital Personal Data Protection","This AI-trainer-led course provides government officials with a practical understanding of the Digital Personal Data Protection Act, 2023 and the Digital Personal Data Protection Rules, 2025. Through guided explanations and scenario-based learning, the AI Trainer explains the legal framework governing personal data processing in India, including consent, roles and responsibilities of data fiduciaries and processors, protection of children’s data, data breach reporting, cross-border data transfers, and enforcement mechanisms. The course is designed to help officials identify violations and ensure compliance within their departments.","An AI-trainer-led course to help government officials understand and apply India’s Digital Personal Data Protection Act, 2023 and the Digital Personal Data Protection Rules, 2025.","Intermediate","<ul>
  <li>Understand the key provisions of the Digital Personal Data Protection Act, 2023 and the Digital Personal Data Protection Rules, 2025</li>
  <li>Identify the rights of data principals and the obligations of data fiduciaries and processors</li>
  <li>Apply legal requirements related to consent, children’s data, data breaches, and cross-border data transfers</li>
  <li>Take appropriate compliance and enforcement actions within their departments</li>
</ul>","[ { ""name"": ""Google"", ""logoUrl"": ""https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/6b/7dddea1b364f6a816dfc53891e6d14/160x60_Google.png"" } ]"
